gene_symbol	tissue	score	source
ZUP1	liver	1.9907541607975832e-05	HPA
HS3ST3A1	liver	8.739896315696708e-06	HPA
GDPD1	liver	4.855497953164838e-06	HPA
NUS1	liver	0.00014906378716216052	HPA
SEMA3D	liver	3.88439836253187e-06	HPA
PPP2R5E	liver	7.428911868342202e-05	HPA
ASB17	liver	0.0	HPA
GRAP	liver	2.816188812835606e-05	HPA
SLC5A10	liver	2.427748976582419e-06	HPA
AK5	liver	4.855497953164838e-07	HPA
CABYR	liver	5.3410477484813216e-06	HPA
IMPACT	liver	0.0001048787557883605	HPA
ANKRD29	liver	9.22544611101319e-06	HPA
SDHAF4	liver	4.0300633011268156e-05	HPA
CHST9	liver	3.835843383000222e-05	HPA
THY1	liver	3.4474035467470346e-05	HPA
DNAAF1	liver	3.88439836253187e-06	HPA
C16orf74	liver	5.3410477484813216e-06	HPA
TBCEL	liver	6.846252113962421e-05	HPA
JPH3	liver	4.855497953164838e-07	HPA
ANKH	liver	0.00010050880763051214	HPA
OTULIN	liver	5.632377625671212e-05	HPA
UBASH3B	liver	6.312147339114289e-06	HPA
ROBO4	liver	2.5248589356457157e-05	HPA
ROBO3	liver	1.942199181265935e-06	HPA
PANX3	liver	0.0	HPA
TBRG1	liver	3.835843383000222e-05	HPA
NRGN	liver	3.107518690025496e-05	HPA
RETREG1	liver	0.00022480955523153197	HPA
CDH12	liver	0.0	HPA
GPR15	liver	1.4566493859494514e-06	HPA
TOMM70	liver	0.00029084432739457375	HPA
ABI3BP	liver	3.690178444405276e-05	HPA
ANGPT1	liver	1.019654570164616e-05	HPA
PITPNC1	liver	4.4670581169116505e-05	HPA
CC2D1B	liver	8.157236561316928e-05	HPA
CERS3	liver	0.0	HPA
PRKCA	liver	3.495958526278683e-05	HPA
LRRK1	liver	3.88439836253187e-06	HPA
CEP112	liver	1.3109844473545063e-05	HPA
GAL3ST2	liver	2.427748976582419e-06	HPA
ABCA9	liver	5.632377625671212e-05	HPA
ABCA6	liver	0.0003670756452592617	HPA
ABCA10	liver	2.1364190993925286e-05	HPA
ABCA5	liver	0.00010050880763051214	HPA
ENPP3	liver	2.3791939970507706e-05	HPA
C4orf19	liver	0.00016897132877013635	HPA
UCHL1	liver	7.283246929747256e-06	HPA
MIA3	liver	0.00035105250201381775	HPA
DISP1	liver	1.2624294678228579e-05	HPA
TNIK	liver	1.4566493859494512e-05	HPA
FAM167A	liver	1.4566493859494514e-06	HPA
NEIL2	liver	7.720241745532092e-05	HPA
PGM5	liver	2.3791939970507706e-05	HPA
WNT3A	liver	0.0	HPA
OBSCN	liver	6.312147339114289e-06	HPA
LONRF1	liver	4.6612780350382443e-05	HPA
TRIM11	liver	4.8554979531648375e-05	HPA
ENAH	liver	2.719078853772309e-05	HPA
PPP1R3A	liver	0.0	HPA
CCSAP	liver	1.3109844473545063e-05	HPA
ASZ1	liver	0.0	HPA
SH3RF1	liver	3.7387334239369254e-05	HPA
GBP5	liver	2.9132987718989025e-05	HPA
BUB3	liver	0.0001641158308169715	HPA
GPR26	liver	0.0	HPA
CFAP210	liver	1.942199181265935e-06	HPA
MMP21	liver	1.4566493859494514e-06	HPA
C10orf90	liver	4.855497953164838e-07	HPA
DIPK1A	liver	0.0001548903847059583	HPA
ATP5MC3	liver	0.0018237250312087131	HPA
CNTNAP3B	liver	1.2138744882912094e-05	HPA
MAGED4	liver	1.942199181265935e-06	HPA
SRSF12	liver	1.4566493859494514e-06	HPA
PDLIM3	liver	3.6416234648736285e-05	HPA
SORBS2	liver	0.0007292957925653585	HPA
ELOC	liver	0.00036027794812483097	HPA
LY96	liver	0.00010730650476494292	HPA
PSMA8	liver	0.0	HPA
TMSB4Y	liver	5.3410477484813216e-06	HPA
CXADR	liver	0.00023209280216127923	HPA
BTG3	liver	6.069372441456047e-05	HPA
C21orf91	liver	4.127173260190112e-05	HPA
CHODL	liver	0.0	HPA
TMPRSS15	liver	0.0	HPA
NCAM2	liver	3.1560736695571445e-05	HPA
L3MBTL4	liver	4.127173260190112e-05	HPA
PDE1C	liver	4.855497953164838e-07	HPA
RABGEF1	liver	7.089027011620663e-05	HPA
MRPL39	liver	0.0002602546902896353	HPA
JAM2	liver	1.019654570164616e-05	HPA
ATP5PF	liver	0.0035474268045822305	HPA
GABPA	liver	9.079781172418246e-05	HPA
ADAMTS1	liver	0.00018402337242494734	HPA
ADAMTS5	liver	6.797697134430772e-06	HPA
TSEN2	liver	3.9815083215951664e-05	HPA
SLFN13	liver	9.710995906329675e-06	HPA
WNT7A	liver	0.0	HPA
XPC	liver	0.00011410420189937369	HPA
CCDC174	liver	4.078618280658464e-05	HPA
FGD5	liver	1.4566493859494512e-05	HPA
FLCN	liver	0.00013692504227924842	HPA
DPH3	liver	7.234691950215609e-05	HPA
OXNAD1	liver	7.963016643190333e-05	HPA
PLCL2	liver	2.6219688947090127e-05	HPA
CXXC1	liver	0.00011604640108063961	HPA
SKA1	liver	1.4566493859494514e-06	HPA
PPP4R1	liver	7.234691950215609e-05	HPA
APCDD1	liver	6.312147339114289e-06	HPA
PIEZO2	liver	1.1653195087595611e-05	HPA
MPPE1	liver	0.00011167645292279126	HPA
USP43	liver	4.321393178316706e-05	HPA
RAB6B	liver	3.88439836253187e-06	HPA
EME1	liver	1.942199181265935e-06	HPA
EPHB1	liver	7.283246929747256e-06	HPA
ACSS1	liver	6.554922236772531e-05	HPA
ANKRD40	liver	8.400011458975169e-05	HPA
ZNF18	liver	5.8751525233294534e-05	HPA
CA10	liver	0.0	HPA
VOPP1	liver	0.00010973425374152534	HPA
SEPTIN14	liver	1.0682095496962643e-05	HPA
APOOL	liver	6.797697134430772e-05	HPA
DKK2	liver	4.855497953164838e-07	HPA
CYP2U1	liver	2.7676338333039577e-05	HPA
RSPH10B	liver	1.942199181265935e-06	HPA
FBXL18	liver	4.855497953164838e-06	HPA
CNTNAP5	liver	0.0	HPA
PROM2	liver	3.88439836253187e-06	HPA
AK9	liver	1.4566493859494512e-05	HPA
ODF1	liver	4.855497953164838e-07	HPA
KLF10	liver	0.00045107575984901346	HPA
PTPRN2	liver	7.283246929747256e-06	HPA
AZIN1	liver	0.00035785019914824856	HPA
ATP6V1C1	liver	0.00012964179534950116	HPA
PIP4P2	liver	1.79653424267099e-05	HPA
OTUD6B	liver	2.5248589356457157e-05	HPA
CDK19	liver	2.3306390175191222e-05	HPA
GTF3C6	liver	0.00024083269847697595	HPA
TTC39B	liver	2.816188812835606e-05	HPA
AGPAT5	liver	4.758387994101541e-05	HPA
MMS19	liver	0.00011361865210405719	HPA
OR4K1	liver	0.0	HPA
PI4K2A	liver	7.089027011620663e-05	HPA
MARVELD1	liver	2.6219688947090127e-05	HPA
ZFYVE27	liver	0.00015440483491064184	HPA
GOLGA7B	liver	2.9132987718989027e-06	HPA
GPR78	liver	0.0	HPA
TRMT44	liver	1.9907541607975832e-05	HPA
SLC25A28	liver	0.0004583590067787607	HPA
HSPA13	liver	6.26359235958264e-05	HPA
SAMSN1	liver	8.205791540848575e-05	HPA
USP25	liver	9.419666029139784e-05	HPA
GRAMD2B	liver	0.00011507530149000664	HPA
ZCCHC10	liver	0.00010245100681177808	HPA
C16orf87	liver	6.166482400519344e-05	HPA
MOV10	liver	9.808105865392972e-05	HPA
RHOC	liver	0.0006851107611915585	HPA
PPM1J	liver	3.398848567215386e-06	HPA
DBI	liver	0.005513903475613989	HPA
SLC16A1	liver	0.00026219688947090125	HPA
HEATR3	liver	4.8554979531648375e-05	HPA
TRIM74	liver	1.2624294678228579e-05	HPA
NIFK	liver	0.00016071698224975613	HPA
OXA1L	liver	0.0005141972332401563	HPA
SLC7A7	liver	7.623131786468795e-05	HPA
MAGEC1	liver	0.0	HPA
LARP1	liver	0.00017382682672330117	HPA
CNOT8	liver	0.0001374105920745649	HPA
GRIA1	liver	0.0	HPA
LRGUK	liver	1.942199181265935e-06	HPA
SETD9	liver	4.6612780350382443e-05	HPA
MIER3	liver	5.243937789418025e-05	HPA
NUP205	liver	3.107518690025496e-05	HPA
ZKSCAN2	liver	7.76879672506374e-06	HPA
C9orf85	liver	3.6416234648736285e-05	HPA
XAGE2	liver	0.0	HPA
PIK3AP1	liver	0.0003918386848204024	HPA
RBM45	liver	3.835843383000222e-05	HPA
TTN	liver	1.4566493859494514e-06	HPA
VSIG4	liver	0.00023986159888634298	HPA
PDIA4	liver	0.0011439553177656357	HPA
KDM8	liver	0.0003806710395281233	HPA
PDZD9	liver	0.0	HPA
OTOA	liver	1.4566493859494514e-06	HPA
KCTD18	liver	4.709833014569892e-05	HPA
HYCC2	liver	3.7387334239369254e-05	HPA
FLACC1	liver	3.398848567215386e-06	HPA
C2CD6	liver	4.855497953164838e-07	HPA
TMEM237	liver	3.88439836253187e-06	HPA
FZD7	liver	5.3410477484813216e-06	HPA
SPAG17	liver	0.0	HPA
DEPTOR	liver	7.671686766000443e-05	HPA
FMN2	liver	0.0	HPA
RNF20	liver	7.380356888810553e-05	HPA
CYLC2	liver	0.0	HPA
PPARGC1B	liver	7.283246929747256e-06	HPA
ELMO1	liver	0.0001315839945307671	HPA
SLC26A2	liver	7.76879672506374e-06	HPA
LSM11	liver	6.312147339114289e-06	HPA
MED7	liver	4.709833014569892e-05	HPA
SAXO1	liver	0.0	HPA
RRAGA	liver	0.00032143396449951225	HPA
SLC24A2	liver	0.0	HPA
TRIM42	liver	0.0	HPA
PXYLP1	liver	2.3791939970507706e-05	HPA
ADCY8	liver	0.0	HPA
RASA2	liver	2.4277489765824188e-05	HPA
RMND1	liver	0.00013935279125583083	HPA
RAET1L	liver	0.0	HPA
SLA	liver	7.914461663658686e-05	HPA
TMBIM4	liver	0.00047098330145698927	HPA
VBP1	liver	0.00014712158798089458	HPA
RAB39B	liver	1.4566493859494514e-06	HPA
CLIC2	liver	6.020817461924399e-05	HPA
AFF2	liver	4.855497953164838e-07	HPA
MICU3	liver	4.8554979531648375e-05	HPA
GRIP1	liver	1.4566493859494514e-06	HPA
VPS37A	liver	0.00013061289494013413	HPA
KIF5A	liver	9.710995906329675e-07	HPA
NAT2	liver	0.0006049950449643388	HPA
MAGEA8	liver	0.0	HPA
PSD3	liver	8.934116233823301e-05	HPA
CARNMT1	liver	8.060126602253631e-05	HPA
MCU	liver	3.3502935876837384e-05	HPA
MIDEAS	liver	2.2335290584558252e-05	HPA
CFAP70	liver	1.0682095496962643e-05	HPA
GNA14	liver	2.816188812835606e-05	HPA
FAM161B	liver	2.4277489765824188e-05	HPA
GNAQ	liver	0.00010342210640241105	HPA
WIF1	liver	0.0	HPA
UGT2B4	liver	0.0059950833227726255	HPA
GPR61	liver	0.0	HPA
MMP16	liver	4.855497953164838e-07	HPA
ADK	liver	0.0007113304501386487	HPA
KCNMA1	liver	9.079781172418246e-05	HPA
BATF	liver	1.3595394268861545e-05	HPA
DCK	liver	4.321393178316706e-05	HPA
ADAMTS3	liver	9.710995906329675e-07	HPA
ALX3	liver	4.855497953164838e-07	HPA
DPY19L4	liver	7.428911868342202e-05	HPA
NDUFAF6	liver	2.184974078924177e-05	HPA
DRAM2	liver	0.0001165319508759561	HPA
CFAP418	liver	8.254346520380225e-06	HPA
PPEF2	liver	0.0	HPA
CFAP161	liver	9.710995906329675e-07	HPA
ADAMTSL3	liver	4.952607912228134e-05	HPA
ART3	liver	9.710995906329675e-07	HPA
SLC28A1	liver	0.0005273070777137013	HPA
WHAMM	liver	4.17572823972176e-05	HPA
CXCL13	liver	0.0001349828430979825	HPA
N6AMT1	liver	1.3595394268861545e-05	HPA
RWDD2B	liver	5.3410477484813216e-06	HPA
USP16	liver	0.00014469383900431217	HPA
CCT8	liver	0.0004369948157848354	HPA
MAP3K7CL	liver	2.5248589356457157e-05	HPA
NAA11	liver	0.0	HPA
BACH1	liver	0.0001437227394136792	HPA
CLDN17	liver	0.0	HPA
CLDN8	liver	0.0	HPA
TSPAN7	liver	0.00021218526055330342	HPA
TIAM1	liver	3.7387334239369254e-05	HPA
SCAF4	liver	8.108681581785278e-05	HPA
RPGR	liver	1.7479792631393415e-05	HPA
CDK20	liver	1.6023143245443965e-05	HPA
PCGF6	liver	5.438157707544618e-05	HPA
ANKRD9	liver	7.574576806937146e-05	HPA
SFR1	liver	1.4566493859494512e-05	HPA
SORCS3	liver	0.0	HPA
SFXN2	liver	1.9907541607975832e-05	HPA
ATP5MJ	liver	0.0008613653368914423	HPA
FUT6	liver	5.8751525233294534e-05	HPA
TDRD9	liver	9.710995906329675e-07	HPA
FGF18	liver	4.855497953164838e-07	HPA
PCDH1	liver	9.128336151949895e-05	HPA
SH3RF2	liver	3.3502935876837384e-05	HPA
GDF6	liver	1.4566493859494514e-06	HPA
UQCRB	liver	0.0010497586574742378	HPA
MTERF3	liver	0.00010924870394620885	HPA
PTDSS1	liver	2.1364190993925286e-05	HPA
PPP2R2B	liver	3.398848567215386e-06	HPA
RPL30	liver	0.011024408102660765	HPA
KCNS2	liver	0.0	HPA
PABIR3	liver	8.739896315696708e-06	HPA
SUPV3L1	liver	8.400011458975169e-05	HPA
PABIR2	liver	5.292492768949673e-05	HPA
EEF1A1	liver	0.03040561373251353	HPA
FBXO43	liver	0.0	HPA
HKDC1	liver	2.184974078924177e-05	HPA
HK1	liver	4.078618280658464e-05	HPA
TYSND1	liver	3.0589637104938475e-05	HPA
PHF6	liver	3.6416234648736285e-05	HPA
CD109	liver	4.855497953164838e-06	HPA
LRFN2	liver	0.0	HPA
NODAL	liver	4.855497953164838e-07	HPA
PRG3	liver	5.3410477484813216e-06	HPA
UBE2L6	liver	0.0005695499099062355	HPA
ZDHHC5	liver	0.00017285572713266823	HPA
MED19	liver	6.215037380050992e-05	HPA
ZFAND3	liver	0.00025005814458798915	HPA
NPTN	liver	0.00034813920324191887	HPA
KAT6B	liver	2.184974078924177e-05	HPA
SAMD8	liver	3.495958526278683e-05	HPA
RAB11FIP1	liver	3.398848567215386e-05	HPA
UNC5D	liver	0.0	HPA
GLYATL2	liver	4.855497953164838e-07	HPA
UTP14A	liver	3.88439836253187e-05	HPA
AIFM1	liver	0.0005234226793511695	HPA
MAPK13	liver	3.1560736695571445e-05	HPA
BAG4	liver	7.914461663658686e-05	HPA
MS4A1	liver	1.019654570164616e-05	HPA
TBC1D31	liver	1.4566493859494512e-05	HPA
NTAQ1	liver	3.204628649088793e-05	HPA
ATAD2	liver	4.6612780350382443e-05	HPA
FBXO32	liver	5.3410477484813216e-06	HPA
NSMCE2	liver	8.35145647944352e-05	HPA
ZNF689	liver	2.039309140329232e-05	HPA
PRR14	liver	0.00010099435742582863	HPA
FBRS	liver	0.00014178054023241326	HPA
FRRS1	liver	0.000134497293302666	HPA
PHKG2	liver	9.031226192886599e-05	HPA
MFSD14A	liver	0.00013886724146051435	HPA
SASS6	liver	6.797697134430772e-06	HPA
COX6A2	liver	7.526021827405498e-05	HPA
ITGAD	liver	6.312147339114289e-06	HPA
ADGRG4	liver	0.0	HPA
ZIC3	liver	0.0	HPA
MALSU1	liver	2.6219688947090127e-05	HPA
VPS8	liver	4.0300633011268156e-05	HPA
GALK2	liver	9.953770803987917e-05	HPA
LHFPL4	liver	0.0	HPA
B3GNT7	liver	5.3410477484813216e-06	HPA
MPV17L	liver	4.321393178316706e-05	HPA
BUB1B	liver	1.942199181265935e-06	HPA
PDE6D	liver	7.234691950215609e-05	HPA
EIF4A2	liver	0.0009536197980015742	HPA
BRPF1	liver	2.6219688947090127e-05	HPA
RPUSD3	liver	0.00014517938879962864	HPA
SST	liver	1.4566493859494514e-06	HPA
TATDN2	liver	6.652032195835827e-05	HPA
GHRL	liver	6.797697134430772e-06	HPA
SEC13	liver	0.0004360237161942024	HPA
EXOG	liver	1.6023143245443965e-05	HPA
NTAN1	liver	7.234691950215609e-05	HPA
SHCBP1L	liver	0.0	HPA
NMNAT2	liver	0.0	HPA
ZFYVE9	liver	4.369948157848354e-05	HPA
ATP2B2	liver	9.61388594726638e-05	HPA
LYZL4	liver	0.0	HPA
SLC6A1	liver	0.00041465952520027715	HPA
SMG1	liver	8.497121418038466e-05	HPA
FCHO2	liver	8.400011458975169e-05	HPA
RBPMS	liver	0.0005156538826261058	HPA
TMEM171	liver	1.019654570164616e-05	HPA
KLHL40	liver	0.0	HPA
C8A	liver	0.0023388933640395024	HPA
TIMP4	liver	5.3410477484813216e-06	HPA
SYN2	liver	0.0	HPA
NRG1	liver	8.011571622721983e-05	HPA
ODR4	liver	0.00010245100681177808	HPA
CPT2	liver	0.00042874046926445514	HPA
NECAP2	liver	0.00014954933695747702	HPA
LRP8	liver	1.4566493859494514e-06	HPA
CDCP2	liver	0.0	HPA
PAXIP1	liver	2.6705238742406608e-05	HPA
STEAP2	liver	1.8936442017342866e-05	HPA
SSBP3	liver	0.00012964179534950116	HPA
HTR5A	liver	0.0	HPA
CLDN12	liver	0.0002447170968395078	HPA
MMP14	liver	6.26359235958264e-05	HPA
FZD1	liver	1.1653195087595611e-05	HPA
GATAD1	liver	9.516775988203083e-05	HPA
SUSD3	liver	0.0001315839945307671	HPA
TMED6	liver	2.573413915177364e-05	HPA
CLEC18A	liver	9.710995906329675e-07	HPA
DHRS4	liver	0.0005195382809886377	HPA
CFAP107	liver	0.0	HPA
CLEC18C	liver	0.0	HPA
ARMC12	liver	2.1364190993925286e-05	HPA
DDX19B	liver	0.00018839332058279569	HPA
ST3GAL2	liver	4.8554979531648375e-05	HPA
FCSK	liver	3.88439836253187e-05	HPA
IL34	liver	1.2138744882912094e-05	HPA
DHRS1	liver	0.00028841657841799134	HPA
CACNA1D	liver	4.369948157848354e-06	HPA
ARSL	liver	0.00042874046926445514	HPA
KIT	liver	3.398848567215386e-06	HPA
HYDIN	liver	1.942199181265935e-06	HPA
AASDH	liver	3.0589637104938475e-05	HPA
ZNF19	liver	1.019654570164616e-05	HPA
CACNA2D3	liver	0.0	HPA
RNF111	liver	4.952607912228134e-05	HPA
CCNB2	liver	6.797697134430772e-06	HPA
FAM81A	liver	1.942199181265935e-06	HPA
MYO1E	liver	0.00024763039561140674	HPA
APPL1	liver	6.069372441456047e-05	HPA
PWWP3B	liver	7.283246929747256e-06	HPA
AFAP1L1	liver	9.710995906329675e-06	HPA
TSC22D3	liver	0.0008409722454881498	HPA
VPS26C	liver	0.00013886724146051435	HPA
DYRK1A	liver	9.322556070076489e-05	HPA
KCNJ6	liver	0.0	HPA
KCNJ15	liver	1.3109844473545063e-05	HPA
ERG	liver	2.8647437923672543e-05	HPA
ETS2	liver	0.0010876315415089236	HPA
TSPAN18	liver	2.2820840379874737e-05	HPA
LCA5L	liver	2.9132987718989027e-06	HPA
SLC35B2	liver	0.00014420828920899567	HPA
TMEM164	liver	9.710995906329675e-06	HPA
MX1	liver	0.00011993079944317149	HPA
CREB3L1	liver	4.855497953164838e-06	HPA
C2CD2	liver	4.078618280658464e-05	HPA
TAB3	liver	0.00011070535333215831	HPA
SLC38A10	liver	0.0003563935497622991	HPA
C9orf43	liver	7.283246929747256e-06	HPA
PALM2AKAP2	liver	0.00018062452385773198	HPA
ZNF618	liver	2.6219688947090127e-05	HPA
DGKI	liver	0.0	HPA
TMEM268	liver	2.476303956114067e-05	HPA
SVOPL	liver	0.0	HPA
SNX22	liver	1.408094406417803e-05	HPA
UBN2	liver	2.08786411986088e-05	HPA
BRAF	liver	3.107518690025496e-05	HPA
SLC34A2	liver	5.8265975437978054e-06	HPA
ACAN	liver	0.0	HPA
PSMG3	liver	0.00015683258388722425	HPA
CABP1	liver	9.710995906329675e-07	HPA
WDR19	liver	2.961853751430551e-05	HPA
SLC37A3	liver	6.069372441456047e-05	HPA
AP3S2	liver	0.00018984996996874515	HPA
FMNL2	liver	3.204628649088793e-05	HPA
GAREM2	liver	9.710995906329675e-07	HPA
SPPL3	liver	9.079781172418246e-05	HPA
DPYSL5	liver	0.0	HPA
DRC1	liver	0.0	HPA
RAB28	liver	5.583822646139563e-05	HPA
PRXL2B	liver	3.30173860815209e-05	HPA
TNFRSF14	liver	0.0002927865265758397	HPA
PANK4	liver	6.020817461924399e-05	HPA
CIB4	liver	0.0	HPA
MEGF11	liver	0.0	HPA
C12orf43	liver	4.952607912228134e-05	HPA
PEX10	liver	0.00010390765619772752	HPA
RER1	liver	0.0010643251513337323	HPA
RADIL	liver	4.855497953164838e-07	HPA
SKI	liver	0.00011507530149000664	HPA
WIPI2	liver	0.00016897132877013635	HPA
LDLRAP1	liver	0.0001291562455541847	HPA
AGAP1	liver	1.019654570164616e-05	HPA
KRTCAP3	liver	4.6612780350382443e-05	HPA
ANKRD61	liver	1.942199181265935e-06	HPA
PAFAH2	liver	8.642786356633411e-05	HPA
EXTL1	liver	0.0	HPA
SLC30A2	liver	4.855497953164838e-07	HPA
BABAM2	liver	0.00013546839289329897	HPA
TRIM63	liver	1.942199181265935e-06	HPA
CFAP251	liver	6.797697134430772e-06	HPA
MRPL17	liver	6.943362073025718e-05	HPA
DUSP2	liver	3.5445135058103316e-05	HPA
GRHL3	liver	2.9132987718989027e-06	HPA
UBXN11	liver	3.690178444405276e-05	HPA
NLRP14	liver	2.427748976582419e-06	HPA
PTPDC1	liver	6.797697134430772e-06	HPA
GALNT14	liver	5.8265975437978054e-06	HPA
NCK1	liver	0.00014517938879962864	HPA
HPD	liver	0.01190859427993208	HPA
RHPN1	liver	6.312147339114289e-06	HPA
TPRG1L	liver	0.00040543407908926393	HPA
LRRC43	liver	4.855497953164838e-07	HPA
PRXL2C	liver	3.204628649088793e-05	HPA
XDH	liver	0.00032240506409014525	HPA
XKR8	liver	7.234691950215609e-05	HPA
CNNM4	liver	2.08786411986088e-05	HPA
EYA3	liver	2.816188812835606e-05	HPA
DZIP1L	liver	4.855497953164838e-06	HPA
TMSB15A	liver	4.855497953164838e-07	HPA
FANCC	liver	0.0001165319508759561	HPA
MRAS	liver	2.573413915177364e-05	HPA
WASF2	liver	7.089027011620663e-05	HPA
ABHD3	liver	0.00018499447201558033	HPA
ESYT3	liver	0.0	HPA
FAIM	liver	3.88439836253187e-05	HPA
TENT5B	liver	1.942199181265935e-06	HPA
CLSTN2	liver	3.88439836253187e-06	HPA
COLEC12	liver	1.4566493859494514e-06	HPA
RNF207	liver	3.59306848534198e-05	HPA
CUL4B	liver	9.176891131481542e-05	HPA
GPR153	liver	3.3502935876837384e-05	HPA
SLC13A3	liver	0.0001019654570164616	HPA
GPRASP2	liver	3.495958526278683e-05	HPA
RHBDL2	liver	1.942199181265935e-06	HPA
AUTS2	liver	9.56533096773473e-05	HPA
SHROOM4	liver	3.88439836253187e-06	HPA
H2BC5	liver	0.00029812757432432104	HPA
CDC25C	liver	2.427748976582419e-06	HPA
H4C8	liver	2.9132987718989027e-06	HPA
MITD1	liver	8.157236561316928e-05	HPA
EIF5B	liver	0.00018159562344836493	HPA
RIBC1	liver	3.398848567215386e-06	HPA
TMSB15B	liver	1.942199181265935e-06	HPA
CATIP	liver	0.0	HPA
CNOT11	liver	0.00014566493859494514	HPA
KCNB1	liver	1.1653195087595611e-05	HPA
TSPAN33	liver	0.00013352619371203304	HPA
NRG2	liver	4.855497953164838e-07	HPA
AHCYL2	liver	3.6416234648736285e-05	HPA
B4GALT5	liver	0.00012138744882912095	HPA
CD1D	liver	7.283246929747257e-05	HPA
CD1A	liver	4.855497953164838e-07	HPA
SPATA2	liver	2.7676338333039577e-05	HPA
CD1C	liver	1.942199181265935e-05	HPA
CD1B	liver	9.710995906329675e-07	HPA
DNAH3	liver	0.0	HPA
CD1E	liver	6.797697134430772e-06	HPA
HMHB1	liver	0.0	HPA
CPA2	liver	1.2138744882912094e-05	HPA
NCF1	liver	2.573413915177364e-05	HPA
CPA5	liver	0.0	HPA
TSR2	liver	0.00017382682672330117	HPA
PPP1R9A	liver	1.942199181265935e-06	HPA
ZC3H18	liver	5.6809326052028595e-05	HPA
ZFAND2B	liver	0.00030541082125406827	HPA
POM121L2	liver	0.0	HPA
GDPD5	liver	3.835843383000222e-05	HPA
DYNC1I1	liver	1.4566493859494514e-06	HPA
PFKFB1	liver	0.00023791939970507704	HPA
ALAS2	liver	1.553759345012748e-05	HPA
TMED4	liver	0.0002306361527753298	HPA
PPP1R15B	liver	0.0002218962564596331	HPA
COPG2	liver	4.321393178316706e-05	HPA
EMSY	liver	2.573413915177364e-05	HPA
PAGE5	liver	4.855497953164838e-06	HPA
GPAT4	liver	0.0001548903847059583	HPA
PKD1L1	liver	2.427748976582419e-06	HPA
ZSCAN12	liver	9.22544611101319e-06	HPA
TAGLN2	liver	0.0012041634923848797	HPA
ELK4	liver	6.215037380050992e-05	HPA
SLAMF8	liver	1.553759345012748e-05	HPA
SLC45A3	liver	5.292492768949673e-05	HPA
DUSP23	liver	0.0008963249221542291	HPA
RNF166	liver	0.00011070535333215831	HPA
NBL1	liver	2.7676338333039577e-05	HPA
HTR6	liver	0.0	HPA
ITLN2	liver	1.942199181265935e-06	HPA
F11R	liver	0.00034668255385596945	HPA
USF1	liver	9.953770803987917e-05	HPA
PLA2G2F	liver	0.0	HPA
SPATA2L	liver	6.457812277709234e-05	HPA
NIT1	liver	0.0002995842237102705	HPA
DEDD	liver	0.00011507530149000664	HPA
ZNF276	liver	6.749142154899125e-05	HPA
NPM2	liver	7.76879672506374e-06	HPA
EDA	liver	9.710995906329675e-06	HPA
FGF17	liver	1.942199181265935e-06	HPA
VWA5B1	liver	0.0	HPA
CDA	liver	0.0004078618280658464	HPA
PINK1	liver	0.0003636767966920464	HPA
B4GALT3	liver	0.00010633540517430993	HPA
DMTN	liver	0.00013352619371203304	HPA
ADAMTS4	liver	4.078618280658464e-05	HPA
FHIP2B	liver	4.952607912228134e-05	HPA
NDUFS2	liver	0.0008356311977396686	HPA
SLC5A11	liver	1.942199181265935e-06	HPA
FCER1G	liver	0.0008317467993771367	HPA
APOA2	liver	0.16869262318762468	HPA
TOMM40L	liver	8.302901499911874e-05	HPA
MPZ	liver	2.5248589356457157e-05	HPA
WFDC8	liver	0.0	HPA
CCAR2	liver	0.0001942199181265935	HPA
WNT9B	liver	3.398848567215386e-06	HPA
CACHD1	liver	8.739896315696708e-06	HPA
CDC42SE2	liver	0.0001019654570164616	HPA
RAPGEF6	liver	3.0589637104938475e-05	HPA
EPB41	liver	0.00010245100681177808	HPA
MIS18A	liver	2.8647437923672543e-05	HPA
ALG8	liver	0.0002218962564596331	HPA
FBXW5	liver	0.0006268447857535806	HPA
CFAP298	liver	0.0001374105920745649	HPA
SYNJ1	liver	2.6705238742406608e-05	HPA
PAXBP1	liver	3.107518690025496e-05	HPA
IFNAR2	liver	0.00011750305046658907	HPA
MRPL10	liver	0.0001412949904370968	HPA
IFNGR2	liver	0.00020441646382823967	HPA
GART	liver	0.00013935279125583083	HPA
SON	liver	0.000284046630260143	HPA
DONSON	liver	3.7387334239369254e-05	HPA
SV2A	liver	2.427748976582419e-06	HPA
LAD1	liver	0.0001019654570164616	HPA
STC1	liver	1.8936442017342866e-05	HPA
TNNI1	liver	9.22544611101319e-06	HPA
CSRP1	liver	0.0005433302209591454	HPA
PRAC1	liver	0.0	HPA
HOXB13	liver	0.0	HPA
C1QC	liver	0.0007953305647284005	HPA
KCNE2	liver	6.312147339114289e-06	HPA
ATP5MC1	liver	0.001211446739314627	HPA
RCAN1	liver	0.0012065912413614622	HPA
UBE2Z	liver	0.0001558614842965913	HPA
CIART	liver	6.409257298177586e-05	HPA
SNF8	liver	0.0001558614842965913	HPA
CLIC6	liver	4.369948157848354e-06	HPA
CCDC24	liver	1.699424283607693e-05	HPA
RUNX1	liver	3.30173860815209e-05	HPA
IGF2BP1	liver	0.0	HPA
GIP	liver	0.0	HPA
CBR1	liver	0.0011895969985253852	HPA
CBR3	liver	3.88439836253187e-06	HPA
GJD2	liver	0.0	HPA
ACTC1	liver	2.427748976582419e-06	HPA
